CustomerName;CustomerID;OrderDate;OrderVolume
Leonard Jai;26282;2014-05-21;136,9648
Ashley Henderson;11185;2013-07-24;136,9648
Chloe Wilson;11640;2013-09-25;136,9648
Joy Serrano;14069;2014-05-26;136,9648
Samuel Campbell;18109;2013-07-26;136,4454
Edward Hall;19215;2014-03-28;136,4454
Darrell Goel;27772;2013-08-07;136,4454
Leslie Diaz;27932;2014-01-09;136,4454
Toni Vance;23438;2014-02-17;136,4454
Jared Peterson;11502;2014-02-15;136,4123
Sarah Walker;13814;2013-08-22;135,8708
Madison Bryant;16481;2014-05-23;135,8708
Danielle Bailey;27284;2013-10-24;135,8708
Jared Torres;29243;2014-03-27;135,8598
Sydney White;16296;2014-05-04;135,8598
Melody Moreno;11760;2013-09-02;135,3404
Erick Suri;16635;2014-06-23;135,2631
Robyn Ramos;15828;2014-04-15;135,1305
Stefanie Subram;12371;2013-12-01;135,1305
Brandy Chandra;11501;2014-06-20;135,1305
Pedro Vance;11499;2013-11-29;135,1305
Jada Carter;13338;2014-06-28;134,7437
Xavier Collins;16646;2014-04-04;134,7437
Richard Martin;23475;2013-12-09;134,7437
Anthony Martinez;26376;2014-03-20;134,7327
Nicholas Brown;11506;2013-08-08;134,7327
Elizabeth Hall;13474;2014-03-06;134,3349
Mindy Rai;14176;2013-11-10;134,3349
Colleen Gao;15108;2014-03-08;134,3349
Morgan Parker;16772;2014-06-11;134,3349
Marissa Coleman;25896;2013-11-25;134,3349
Isabella Nelson;24236;2013-10-04;134,3349
Alex Phillips;24508;2014-03-18;134,3349
Samantha Anderson;24964;2014-06-19;134,3349
Teresa Gill;21991;2014-06-24;134,2023
Natalie Howard;13491;2014-06-15;134,2023
Leah She;11621;2014-04-01;133,6498
Ajay Manchepalli;29978;2014-03-31;133,6233
Bobby Saunders;22205;2013-12-20;133,1304
Jon Sun;12100;2014-01-13;133,1304
Rebekah Gomez;13486;2014-02-02;133,1304
Marissa Price;15826;2013-07-19;133,1304
Masaki Umeda;16717;2013-12-01;133,1194
Marshall She;18707;2013-07-23;133,1194
Jessie Guo;12793;2013-07-22;133,1194
Sydney Green;23522;2013-09-11;133,1194
Ian Ross;23029;2013-09-03;133,1083
Omar Anand;19375;2013-09-16;133,1083
Roger Lin;20144;2014-05-31;133,1083
Lucas Peterson;17298;2013-11-29;133,1083
Cesar Lopez;17500;2014-03-22;132,60
Marc Carlson;17501;2013-12-09;132,60
James Clark;13014;2014-06-12;132,60
Rebecca Parker;13015;2013-10-08;132,60
Emma Rogers;13072;2013-11-29;132,60
William Walker;13092;2013-07-29;132,60
Jay Romero;13099;2013-10-03;132,60
Jeremy Bennett;13182;2014-05-08;132,60
Christian Jenkins;13183;2013-08-12;132,60
Leslie Sanz;13180;2014-01-26;132,60
Miguel Perez;13184;2014-05-05;132,60
Isabella Cook;13172;2014-06-10;132,60
Caleb Griffin;13169;2014-03-17;132,60
Sebastian Reed;13170;2013-08-28;132,60
Catherine Torres;13171;2013-07-02;132,60
Colin Liang;13639;2013-11-21;132,60
Alexis Russell;13634;2014-05-08;132,60
Kurt Deng;13635;2014-05-12;132,60
Natasha Rubio;13627;2014-04-22;132,60
Kaitlin Schmidt;13628;2014-01-29;132,60
Keith Raje;12119;2013-10-05;132,60
Jacqueline Gonzales;12111;2014-02-23;132,60
Cameron Yang;12117;2014-01-03;132,60
Melissa Washington;12191;2014-02-28;132,60
Jocelyn Hayes;12192;2013-09-12;132,60
Luke Powell;12175;2014-04-22;132,60
Cody James;12176;2013-07-05;132,60
James Gonzales;12413;2013-11-20;132,60
Ethan Lal;12414;2013-10-27;132,60
Savannah Hill;12409;2014-04-09;132,60
Mariah Richardson;12410;2014-06-18;132,60
Kevin Alexander;12411;2014-03-19;132,60
Mackenzie Wright;12412;2014-03-27;132,60
Christina Richardson;12199;2013-11-16;132,60
Alexandra Jenkins;11632;2013-10-25;132,60
Daniel Davis;11711;2014-05-19;132,60
Samantha Jenkins;11331;2013-10-16;132,60
Mason Roberts;11176;2013-08-01;132,60
Eduardo Patterson;11142;2014-05-18;132,60
Luke Lal;11019;2014-06-13;132,60
Gina Martin;11078;2014-06-30;132,60
Luis Diaz;11203;2013-07-24;132,60
Samantha Russell;11211;2013-12-01;132,60
Sarah Harris;28616;2014-05-05;132,60
Allison Collins;28581;2014-05-04;132,5779
Destiny Clark;28600;2013-08-30;132,5779
Nathan Powell;28460;2013-08-15;132,5779
Bradley Xie;28476;2014-04-06;132,5779
Marco Chandra;28466;2014-06-10;132,5779
Alisha Xu;28546;2013-11-29;132,5779
Barbara Zhou;28539;2013-09-12;132,5779
Catherine Morgan;28495;2013-10-07;132,5779
Carmen Stone;28722;2013-12-24;132,5779
Jamie Hernandez;27283;2013-07-12;132,5779
Julia Robinson;28121;2014-04-08;132,5779
Destiny Hughes;28027;2014-04-09;132,5779
Zachary Thomas;28045;2014-02-07;132,5779
Aaron McDonald;27734;2013-11-05;132,5779
Samuel Sharma;27725;2014-03-26;132,5779
Toni Madan;26668;2013-09-04;132,5779
Jason Hall;29351;2014-03-13;132,5779
Chloe Campbell;11212;2013-07-02;132,5779
Isabella Russell;11507;2014-05-19;132,5779
Jackson Wright;11698;2013-09-25;132,5779
Jeremiah James;11661;2014-05-16;132,5779
Charles Walker;11677;2014-02-04;132,5779
Sierra Young;11619;2014-03-22;132,5779
Jerome Navarro;11519;2013-11-21;132,5779
Jada Morgan;11520;2014-06-21;132,5779
Chelsea Rodriguez;12525;2013-10-25;132,5779
Preston Sanchez;12506;2013-07-14;132,5779
Nathan Gonzales;12107;2013-10-31;132,5779
Elijah Alexander;11738;2014-05-29;132,5779
Benjamin Davis;13672;2013-11-27;132,5779
Max Jimenez;13568;2013-07-21;132,5779
Edwin Pal;13573;2013-10-13;132,5779
Natalie Ross;12916;2014-02-07;132,5779
Antonio Foster;12795;2014-06-04;132,5779
Jonathon Alvarez;12752;2013-12-15;132,5779
Krista Gomez;12760;2013-10-27;132,5779
Meghan Carlson;15109;2013-11-13;132,5779
Tina Rana;15105;2013-08-02;132,5779
Robert Smith;15113;2014-06-21;132,5779
Natasha Sanz;14839;2013-11-08;132,5779
Jermaine Sai;14934;2014-04-22;132,5779
Randy Lin;14540;2014-02-03;132,5779
Cynthia Prasad;14808;2013-11-09;132,5779
Zachary Lewis;14760;2014-05-14;132,5779
Victor Dominguez;14784;2014-05-07;132,5779
Alexandra Mitchell;14455;2013-12-10;132,5779
Shawn Deng;16590;2013-10-31;132,5779
Savannah Perez;17036;2013-10-31;132,5779
Xavier Torres;16840;2013-10-24;132,5779
Jonathan Collins;16849;2014-05-06;132,5779
Edward White;15847;2013-10-14;132,5779
Angel Kelly;15418;2013-11-26;132,5779
Dawn Jai;15356;2013-08-07;132,5779
Anna Ross;15494;2013-09-04;132,5779
Austin Jenkins;15748;2013-11-27;132,5779
Natalie Clark;20125;2013-10-29;132,5779
Nicole Stewart;20129;2013-09-04;132,5779
Roy Blanco;20203;2014-02-22;132,5779
Arthur Perry;20022;2014-03-09;132,5779
Fernando Hughes;20120;2013-09-09;132,5779
Megan Jones;20115;2013-08-03;132,5779
Hannah Bryant;20116;2013-08-04;132,5779
Katherine Ross;20292;2014-04-01;132,5779
Cole Bell;20311;2014-04-19;132,5779
Julia Davis;20294;2014-02-13;132,5779
Natalie Blue;20307;2013-11-09;132,5779
Sierra Carter;20328;2014-01-18;132,5779
Maria Gonzalez;20351;2014-02-20;132,5779
Ashlee Anand;20344;2013-08-08;132,5779
Barry Fernandez;20271;2013-12-17;132,5779
Nathan Jai;20378;2013-07-18;132,5779
Erick Patel;19668;2014-05-20;132,5779
Devin Hill;19660;2013-10-29;132,5779
Eric Phillips;19712;2013-11-19;132,5779
Gabriel Hall;19700;2014-01-30;132,5779
Timothy Baker;19688;2013-12-09;132,5779
Natalie Weisman;19734;2014-03-29;132,5779
Wyatt Edwards;19728;2013-07-31;132,5779
Jonathan Thomas;19777;2013-12-28;132,5779
Carson Washington;19888;2013-12-24;132,5779
Evan Baker;19893;2014-06-30;132,5779
Kyle Jenkins;19868;2014-03-29;132,5779
Lee Alvarez;19890;2013-12-17;132,5779
Nancy Perez;19806;2014-01-26;132,5779
Jeremiah Hill;19850;2014-05-25;132,5779
Ricky Ramos;19853;2014-03-13;132,5779
Jessica James;19840;2014-05-30;132,5779
Johnny Sharma;19834;2013-11-15;132,5779
Aaron Jenkins;21240;2013-08-20;132,5779
Christopher Smith;21233;2013-09-04;132,5779
Brianna Rivera;21234;2013-07-21;132,5779
Jocelyn Foster;20741;2013-09-24;132,5779
Neil Carlson;19226;2014-06-25;132,5779
Isaiah King;19245;2013-12-06;132,5779
Micah Zheng;19234;2014-05-13;132,5779
Kayla Bennett;19235;2014-03-16;132,5779
Chloe Phillips;19236;2014-05-21;132,5779
Nathan Kumar;19168;2013-07-06;132,5779
Aaron Roberts;19025;2013-08-14;132,5779
Ana Foster;18834;2014-05-30;132,5779
Megan James;18891;2014-06-02;132,5779
Spencer Bennett;18807;2013-08-27;132,5779
Jason King;18809;2013-09-01;132,5779
Gregory Ferrier;18822;2014-01-10;132,5779
Morgan Wright;18828;2014-02-15;132,5779
Kristine Ortega;18830;2014-04-19;132,5779
Dustin Chande;18786;2013-09-03;132,5779
Jacob Lewis;18799;2013-09-04;132,5779
Noah Shan;18765;2014-03-04;132,5779
Melissa Gray;18995;2014-03-26;132,5779
Hunter Adams;18987;2013-07-02;132,5779
Oscar Bryant;19012;2014-01-11;132,5779
David Perry;18992;2013-11-13;132,5779
Carlos Rivera;18690;2014-03-19;132,5779
Samantha Walker;18752;2013-08-22;132,5779
Luis Kumar;18583;2013-07-11;132,5779
Valerie Sun;18590;2013-10-22;132,5779
Eduardo Nelson;18591;2013-08-06;132,5779
Isabella Rogers;18588;2014-03-05;132,5779
Patrick Ramirez;18602;2013-09-10;132,5779
Alyssa Flores;18612;2014-01-20;132,5779
Jesse Young;18676;2013-10-05;132,5779
Edward Alexander;18524;2014-05-04;132,5779
Meghan Rowe;18521;2013-08-18;132,5779
Alexander Lee;18356;2014-05-31;132,5779
Blake Thompson;18390;2014-04-04;132,5779
Cecilia Laursen;29933;2014-01-29;132,5735
Natalie Reed;23062;2014-03-15;132,5558
Austin Jai;23188;2013-07-29;132,5558
Anne Carlson;22305;2014-06-07;132,5558
Haley Diaz;22738;2014-03-18;132,5558
Jerry Deng;22813;2014-03-29;132,5558
Stacey Xu;21513;2014-01-20;132,5558
Alexis Bennett;21786;2014-01-29;132,5558
Steve Sun;23333;2013-12-12;132,5558
Jacqueline Jenkins;23693;2013-12-13;132,5558
Roger Nath;19383;2013-08-06;132,5558
Rakesh Tangirala;20504;2014-02-05;132,5558
Carly Beck;20597;2013-11-10;132,5558
Natalie Williams;20937;2014-02-04;132,5558
Kathleen Carlson;20916;2013-11-17;132,5558
Kendra Moreno;20138;2013-07-09;132,5558
Austin Jenkins;15748;2013-10-29;132,5558
Donald Prasad;15413;2014-02-02;132,5558
Ruth Chandra;16208;2013-08-04;132,5558
Stacey Zeng;17317;2014-03-01;132,5558
Stephanie Sanchez;17867;2014-06-04;132,5558
Noah Smith;13175;2014-06-29;132,5558
Alex Peterson;13423;2014-01-31;132,5558
Joel Rodriguez;16488;2013-08-19;132,5448
Xavier Evans;19098;2013-12-11;132,5448
Mallory Vazquez;18283;2014-01-02;132,5448
Eddie Sanz;19580;2014-05-08;132,5337
Julia Garcia;11304;2013-08-20;132,5116
Emma Lee;16948;2013-12-02;132,0033
Victoria Alexander;20421;2013-10-09;131,4619
Alejandro Lin;12563;2013-12-01;131,4509
Nathan Wilson;13936;2014-03-22;131,4508
Damien Jai;14806;2013-11-13;131,4508
Abigail Garcia;14531;2013-07-27;131,4508
K. Saravan;14974;2014-05-23;131,4508
Melanie Price;19486;2014-06-18;131,4508
Julia Morgan;26809;2013-10-09;131,4508
Hunter Perry;27059;2013-07-28;131,4508
Terry Black;26396;2014-06-18;131,4508
Andrew Anderson;26059;2013-10-14;131,4508
Chloe Parker;27480;2014-06-25;131,4508
Tabitha Sanz;17496;2014-06-15;130,9315
Casey Raje;14686;2014-04-11;130,9315
Christian Smith;14313;2014-01-09;130,9315
Kayla Hughes;14982;2013-08-10;130,9094
Roger Sun;25237;2014-06-19;130,8983
Aaron Adams;28866;2013-09-28;130,3458
Shannon Zheng;14678;2014-06-13;130,3458
Gabriel Alexander;14073;2014-03-23;130,3458
Jared Peterson;11502;2013-08-18;130,3458
Kari Lopez;15235;2014-01-27;130,3458
Tanya Rubio;15598;2014-05-02;130,3458
Melinda Ortega;12862;2014-03-08;129,9259
Adrian Watson;13641;2013-08-17;129,7933
Dennis Li;14837;2014-04-19;129,2298
Alisha Lin;19385;2014-05-03;129,2298
Erin Morris;12195;2013-12-27;128,6883
Seth Edwards;11023;2013-07-20;128,1358
Madison Thomas;13389;2014-05-02;128,1248
Joe Jimenez;19071;2013-10-03;128,1248
Kyle Adams;18812;2014-06-02;128,1248
Dominic Chandra;19377;2014-06-22;128,0916
George Martinez;20570;2013-09-17;127,0308
Ronnie Li;15650;2014-05-16;127,0308
Sergio Sánchez;15670;2014-05-19;127,0308
Isabella Harris;17119;2013-09-29;127,0308
Ernest Zeng;12992;2014-01-08;127,0308
Dalton Perez;11091;2014-01-03;127,0308
Mason Roberts;11176;2014-03-29;127,0308
Timothy Edwards;26104;2014-01-21;127,0308
Ian Gonzalez;25346;2014-06-13;127,0308
David Hughes;26472;2013-08-20;127,0308
Faith Wood;21524;2014-06-30;127,0308
Tomas Manzanares;29980;2013-01-28;126,9341
Virginia Miller;30018;2012-08-30;126,9341
Mackenzie Phillips;12444;2013-12-03;126,4894
Jasmine Powell;11505;2013-09-01;126,4783
Alexander Johnson;15274;2013-10-18;126,4783
Charles Rivera;15383;2014-06-21;126,4783
Rebecca King;16233;2014-06-16;126,4783
Zachary Jai;18732;2014-06-29;126,4783
Cassidy Butler;21792;2014-05-02;126,4783
Karen She;26852;2013-07-05;126,4783
Candice Zeng;25520;2013-11-19;126,4783
Jimmy Sanz;25810;2013-11-12;126,4783
Caleb Foster;27112;2013-11-26;126,4783
Judy Thames;30064;2014-01-29;126,2352
Donna Lal;25812;2014-05-02;125,9369
Wyatt Evans;18530;2013-07-21;125,9369
Lisa Zhou;13809;2013-09-18;125,9258
Marvin Munoz;14680;2014-06-30;125,9258
Joe Gonzalez;27007;2013-12-18;125,9258
Johnny Chander;27935;2014-01-26;125,9258
Charles Jackson;11277;2013-07-23;125,8153
Clinton Carlson;11116;2013-12-12;125,3844
Karl Nara;15142;2014-01-12;125,3844
Katherine Parker;13268;2014-02-03;125,3844
Madeline Evans;21445;2013-07-31;125,3844
Kelly Simmons;29049;2013-09-05;125,3733
Joel Rodriguez;16488;2014-06-09;124,2794
Run Liu;29958;2013-08-30;124,0055
Michael Emanuel;29735;2013-07-31;124,0055
William Walker;13092;2014-04-26;123,7158
Michele Vance;14551;2014-05-22;123,7158
Sean Sanders;14341;2013-12-10;123,7158
Timothy Gonzalez;11790;2013-08-11;123,7158
Lauren Thompson;12088;2014-06-27;123,7158
Colin Jai;12138;2014-01-28;123,7158
Thomas Brown;15544;2013-09-28;123,7048
Hunter Jai;28272;2014-04-14;123,7048
Jennifer Cook;23550;2014-04-01;123,7048
Nathan Lal;11273;2013-10-14;123,6937
Wyatt Thompson;17194;2013-12-23;123,1523
Grace Martinez;17385;2014-03-03;123,1412
Charles Jackson;11277;2013-12-04;123,1412
Sebastian Reed;13170;2013-09-24;122,6108
Tabitha Sanz;17496;2014-02-27;122,6108
Barbara Zhang;16338;2013-09-30;122,6108
Joan Vazquez;16332;2014-05-25;122,6108
Darrell Yuan;18271;2014-05-26;122,6108
Bridget Shen;17237;2014-06-05;122,5998
Alexander Garcia;23247;2014-04-13;122,5998
Lee Ramos;22483;2014-05-06;122,0583
Jamie Chow;27815;2013-07-18;122,0583
Arianna Coleman;27461;2013-12-10;122,0583
Jan Cox;26781;2014-06-16;122,0583
Tara Sutton;25633;2013-12-17;122,0583
Edgar Garcia;17729;2013-09-02;122,0583
Cara Ma;18885;2013-07-12;122,0583
Ebony Lopez;21080;2014-06-12;122,0583
Ryan Thompson;11330;2013-10-24;122,0583
Trinity Townsend;12367;2014-04-12;122,0583
Kay Krane;29897;2014-01-29;121,6384
Jaclyn Ma;28890;2013-12-06;121,5169
Angela Morgan;24665;2013-12-31;121,5169
Fernando Barnes;11300;2014-06-02;121,5169
Antonio Bennett;11631;2013-11-10;121,5169
Angela James;11153;2013-08-29;121,2959
Jason Griffin;11200;2014-01-02;120,9644
Barbara Jai;11782;2014-01-02;120,9644
Scott Cooper;29682;2013-11-30;120,9132
DeeDee Cameron;29619;2013-12-31;120,9132
Jacqueline Simmons;13137;2013-10-06;120,4229
Cynthia Mehta;14175;2014-01-17;120,4008
Cory Fernandez;13409;2014-03-24;120,3898
Lauren Rivera;21317;2013-11-24;120,3898
Robert Barker;29536;2013-01-28;120,2717
George Huckaby;29858;2013-02-28;120,2717
Roger Ye;28543;2013-08-30;119,8483
Dana Torres;26907;2014-04-25;119,8483
Isaac Mitchell;14554;2014-01-09;119,8483
Cole Reed;12603;2013-09-06;119,8483
Scott Colvin;29674;2012-10-30;119,4688
Connor Powell;25839;2013-07-08;119,2737
Gabriele Dickmann;29711;2014-05-01;118,9296
Carolyn Farino;29747;2013-08-30;118,9296
Andrew Hill;29840;2014-05-01;118,9296
Ram Thirunavukkarasu;30066;2013-10-30;118,9296
Frank Gill;14197;2014-03-10;118,3234
Sarah Walker;13814;2013-09-13;118,3234
Kenneth She;16096;2013-10-26;118,3234
Sebastian Sanchez;11736;2014-05-06;118,2019
Chloe Rivera;11865;2013-07-20;118,2019
Noah Lewis;13833;2014-04-20;118,1908
Angela Rogers;13913;2013-12-08;118,1908
Richard Roberts;13416;2013-08-10;118,1908
Tammy Sara;13463;2014-04-15;118,1908
Marshall Shen;13388;2013-08-05;118,1908
Deanna Gill;13336;2013-09-08;118,1908
Jack Hill;13153;2013-07-15;118,1908
Alyssa Wilson;12897;2014-02-05;118,1908
Dennis Zhu;12966;2013-12-05;118,1908
Sara Ramirez;12757;2013-09-03;118,1908
Hunter Hill;14001;2014-01-08;118,1908
Franklin Raje;14361;2014-06-08;118,1908
Ian Kelly;14768;2013-11-01;118,1908
Alejandro Xu;16353;2013-11-09;118,1908
Jordan Li;17026;2013-08-06;118,1908
Jackson Sharma;16876;2014-05-07;118,1908
Xavier Sanders;16721;2014-06-24;118,1908
Amber Hall;20106;2013-11-09;118,1908
Eduardo Hernandez;18919;2013-08-18;118,1908
Krista Jimenez;18257;2013-08-16;118,1908
Trevor Harrison;18055;2014-01-09;118,1798
Elijah Kumar;15197;2014-05-27;118,1798
Kara Chavez;13285;2013-10-06;118,1798
Antonio Bennett;11631;2013-07-25;118,1798
Emma Davis;23024;2013-10-13;118,1798
Hannah Jones;23020;2014-06-06;118,1577
Samuel Young;23470;2013-10-21;118,1577
Hailey Patterson;11223;2013-12-06;118,1577
Cristina Kumar;15426;2013-08-26;118,1577
Natasha Carlson;21136;2013-11-09;118,1577
Colleen Zheng;13026;2013-11-27;117,0748
Larry Rubio;14223;2013-11-17;117,0748
Vincent Zhu;24899;2013-07-23;116,5223
Alejandro Hu;13125;2013-10-19;116,0029
Armando Carlson;17484;2013-09-21;116,0029
Arturo Hu;14663;2014-04-18;115,9698
Jennifer Simmons;11262;2013-08-11;114,8758
Philip Alvarez;11123;2014-06-27;114,8758
Amy Ye;11073;2013-08-23;114,8758
Tammy Sai;12718;2014-04-14;114,8758
Cynthia Gonzalez;15787;2013-09-26;114,8758
Mariah Jenkins;20530;2013-09-30;114,8758
Dalton Gonzales;21456;2013-10-07;114,8758
Jill Gomez;29315;2013-10-10;114,8758
Raul Raji;21135;2013-09-20;114,8648
Michele Pal;17814;2014-04-25;114,8648
Kristi Subram;15025;2014-01-30;114,8648
Mason Roberts;11176;2013-07-13;114,6438
Emily Robinson;12183;2013-12-09;114,3565
Elizabeth Davis;11959;2014-04-12;114,3565
Kelli Xu;16597;2013-08-02;114,3565
Devon Nara;21964;2014-02-22;114,3565
Sheila Alonso;25054;2013-12-23;114,3454
Caleb Russell;23552;2014-04-27;114,3454
Lauren Bennett;28287;2013-09-23;114,3454
Kaitlyn Reed;27413;2013-10-30;114,3454
Wyatt Wilson;15946;2013-09-22;114,3454
Kimberly Blue;15382;2014-01-04;114,3454
Brandon Alexander;15273;2013-09-06;114,3454
William Robinson;20103;2013-10-04;114,3454
Edward Baker;18507;2014-06-05;114,3454
Nicole Williams;18384;2013-07-12;114,3454
Ashley Henderson;11185;2014-01-09;114,3454
Chloe Morris;14621;2014-05-22;114,3454
Felicia Martin;15018;2013-07-28;114,3344
Jimmy Blanco;14013;2013-10-06;114,3233
Crystal Guo;19379;2014-03-19;114,3233
Alexandra Perez;28855;2013-12-15;114,3233
Edwin Xie;28879;2013-12-13;113,7708
Vanessa Diaz;29100;2014-05-01;113,7708
Nathan Shan;27999;2014-04-12;113,7708
Armando Ortega;25223;2013-08-27;113,7708
Martin Madan;24911;2013-12-31;113,7708
Jessica Bailey;12945;2014-06-27;113,7598
Nathan Johnson;11178;2013-07-24;113,2404
Brian Rogers;29079;2013-06-30;113,2404
Roger Cai;13002;2014-04-22;112,6658
Alexis Russell;13634;2014-02-03;112,6548
Sean Nelson;11841;2014-03-17;112,6548
Leah Zheng;12627;2013-11-30;112,6548
Paige Price;26178;2014-03-14;112,6548
Tammy Martinez;20927;2014-04-12;112,6437
Adam Scott;15863;2013-09-06;112,1133
Kari Garcia;14805;2013-11-22;112,1133
Charles Jones;22882;2014-01-26;112,1023
Austin Johnson;11821;2013-12-30;112,0912
Ian Barnes;16106;2013-11-04;111,5387
Kristine Ramos;17479;2013-11-05;111,0083
Carrie Ruiz;18644;2013-07-17;111,0083
Benjamin Henderson;14445;2013-09-06;111,0083
Jackson Scott;13759;2013-09-03;111,0083
Gabriella Carter;12983;2013-08-03;111,0083
Olivia Ward;13164;2013-11-30;111,0083
Miguel Perez;13184;2014-03-19;111,0083
Alejandro Yang;22176;2013-12-05;111,0083
Eduardo Carter;24974;2014-02-08;110,5995
Nathan Williams;25200;2014-05-27;110,5995
Alyssa Brooks;24657;2014-04-29;110,5995
Seth Perry;24629;2013-10-02;110,5995
Nathan Long;24678;2014-01-12;110,5995
John Martinez;24287;2014-05-17;110,5995
Jacquelyn Moreno;25329;2013-08-13;110,5995
Madison Gonzales;25330;2014-05-31;110,5995
Robert Coleman;25333;2014-02-12;110,5995
Gerald Srini;28406;2014-06-26;110,5995
Austin Smith;13707;2014-02-08;110,5995
Tammy Randall;13798;2014-06-07;110,5995
Joel Mehta;13498;2014-01-19;110,5995
Daniel Davis;11711;2014-02-18;110,5995
Connor Edwards;16950;2013-10-16;110,5995
Gabriella Gonzalez;15872;2014-05-17;110,5995
Evan Richardson;15488;2014-01-24;110,5995
Stephanie Diaz;15694;2014-06-23;110,5995
Daniel Davis;11711;2014-01-31;110,5553
Carly Andersen;12625;2014-02-04;110,4558
Heather Li;12803;2013-10-06;110,4558
Cassie Rai;14194;2014-02-27;110,4558
Hannah Coleman;21320;2014-02-16;110,4558
Luis Hall;21296;2014-06-18;110,4558
Emma Reed;21936;2014-02-01;110,4558
Bailey Ramirez;21499;2014-04-05;110,4558
Ashley Ross;21421;2013-12-22;110,4558
Morgan Torres;21719;2014-04-02;110,4558
Haley Murphy;21706;2014-01-23;110,4558
Adriana Rana;21675;2014-06-17;110,4558
Meagan Kim;14842;2013-08-08;110,4337
Julia Collins;13390;2014-06-01;110,4337
Trinity Rogers;15174;2014-02-23;110,3895
Jada Morgan;11520;2014-05-26;110,2348
Dalton Perez;11091;2013-12-22;110,0249
Wyatt Davis;24732;2014-01-05;110,0249
Morgan Alexander;24765;2014-03-08;110,0249
Samantha Jenkins;11331;2013-07-31;109,9807
Seth Roberts;11510;2014-04-09;109,9144
Katherine Bryant;11517;2013-11-26;109,9144
Hailey Collins;11709;2014-02-19;109,9144
Emma Torres;11730;2013-10-11;109,9144
Gabriella Turner;11645;2014-06-05;109,9144
Ryan Brown;11086;2014-05-23;109,9144
Caleb Carter;11067;2014-06-14;109,9144
Sydney Bennett;11014;2013-09-30;109,9144
April Anand;11180;2014-02-25;109,9144
Megan Henderson;11195;2014-03-24;109,9144
Ana Perry;11215;2013-08-29;109,9144
Rebecca Mitchell;12424;2014-01-25;109,9144
Cody Cox;12426;2014-04-07;109,9144
Lucas Baker;11807;2013-09-13;109,9144
Brooke Ramirez;11850;2013-09-08;109,9144
Edgar Sai;11879;2014-04-04;109,9144
Kimberly Richardson;11980;2014-04-30;109,9144
Blake Turner;12136;2013-12-23;109,9144
Xavier Thomas;12146;2013-11-29;109,9144
Tyler Rodriguez;12085;2014-01-24;109,9144
Megan Jenkins;12074;2014-03-28;109,9144
Kaylee Young;13756;2013-11-22;109,9144
Marshall Sun;12956;2013-11-29;109,9144
Marcus Anderson;12963;2014-05-29;109,9144
Savannah Sanchez;12927;2013-09-27;109,9144
Steven Rogers;12940;2013-11-12;109,9144
Matthew Thomas;13239;2013-10-24;109,9144
Xavier Thompson;15761;2014-05-10;109,9144
Alisha Zeng;15727;2013-10-09;109,9144
Bethany Raheem;21965;2014-04-19;109,9144
Latasha Vazquez;21952;2013-10-28;109,9144
Alejandro Rai;21990;2013-09-06;109,9144
Alexia Hughes;21395;2014-06-07;109,3619
Lucas Stewart;29341;2014-02-07;109,3619
Jerome Ruiz;21549;2013-08-04;109,3508
Randall Sanz;22539;2013-10-26;109,3508
Heidi Rana;22475;2013-09-10;109,3508
Alison Yuan;24574;2014-01-07;109,3508
Emma Walker;25209;2013-12-25;109,3508
Lindsey Jai;23971;2014-05-09;109,3508
Candace Van;15160;2014-06-30;109,3508
Katherine Watson;15190;2014-05-07;109,3508
Lauren Williams;16368;2014-06-03;109,3508
Nicholas Martinez;16236;2014-02-25;109,3508
Emma Jackson;16922;2014-06-24;109,3508
Hailey Hughes;17016;2013-07-19;109,3508
Janet Turner;17130;2013-08-05;109,3508
Roberto Munoz;17628;2013-10-11;109,3508
Jason Edwards;21082;2013-12-22;109,3508
Terrance Malhotra;20223;2014-05-30;109,3508
Alexandra Cooper;19541;2014-01-06;109,3508
Angelica Diaz;19208;2013-12-09;109,3508
Pedro Fernandez;14932;2014-01-12;109,3508
Jose Jenkins;14749;2013-08-16;109,3508
Jose Wright;12022;2014-02-02;109,3508
Zachary Hughes;12203;2014-05-13;109,3508
Kurt Goel;12726;2014-01-03;109,3508
Ana Perry;11215;2013-07-18;109,3508
Jared Peterson;11502;2014-06-29;109,3508
Fernando Barnes;11300;2014-05-21;109,3398
William Hapke;29812;2014-01-28;109,1453
Omar Chen;11734;2013-11-21;108,8315
Erick Sanchez;11732;2014-01-15;108,8315
Daniel Davis;11711;2014-03-15;108,8315
Katherine Carter;11861;2014-05-24;108,8204
Micah Yang;23357;2013-09-15;108,8204
Nicholas Brown;11506;2013-12-30;108,8094
Brandy Chandra;11501;2013-08-27;108,5442
Luke Foster;15137;2013-07-18;108,2569
Ethan Martin;13998;2013-07-07;108,2569
Jared Peterson;11502;2014-06-26;108,2458
April Shan;11566;2014-01-20;108,2458
Carol Howard;11170;2014-05-31;108,2458
Gloria Martin;12325;2014-01-05;108,2458
Jake Li;19583;2013-10-18;108,2458
Cara He;17631;2013-08-18;108,2458
Richard Peterson;23091;2014-04-26;108,2458
Mason Kelly;29370;2014-03-03;108,2458
Ricky Carlson;29260;2014-02-10;108,2458
Jerome Navarro;11519;2013-09-08;108,0028
Wendy Hernandez;15124;2013-10-22;107,6823
Guy Gilbert;29781;2014-05-01;107,2956
Jay Romero;13099;2014-03-16;107,1408
Caleb Perez;12943;2014-06-18;107,1408
